,person,herkunft,lebensdaten,karriere
2128,Tashiro Yoshinori 田代義徳,Tochigi-ken,26.7.1864–1.12.1938,"Aug. 1900–1903 (MfB) Medizin (Orthopädie) in Berlin, Würzburg und Freiburg ♦ WS 1900/01–WS 1901/02 – U Berlin, NW Schumannstr. 18.Professor der Tôkyô-Universität, Direktor des Tashiro-Hospitals. Publik. u.a. Geka Shujutsu hen 外科手術篇 (Untertitel: Operationslehre), Tashiro Yoshinori sensei: hito to gyôseki 田代義徳先生: 人と業績 (Professor Tashiro Yoshinori: Mensch und Werk)."
2129,Tateishi Sajirô 立石佐次郎,Aizu,15.1.1867–,"1899–1901 Ökonomie ♦ WS 1899/1900–SS 1900 – Halle, Wilhelmstr. 16 ♦ WS 1900/01–SS 1901 – U Berlin, Anhaltstr. 8.Dr. phil. 1902, Halle: Japans internationale Handelsbeziehungen mit besonderer Berücksichtigung der Gegenwart. 98 S.Leitender Miteigentümer des Handelsunternehmens Tateishi Bôeki Gôshi."
2130,Tatsuno Chikau,-,-,1912–1913 Ingenieurwesen (Maschinenbau) in Duisburg und Oberhausen.
2131,Tawara Kuniichi 俵国一,"Hamada-machi, Shimane-ken",28.2.1872–30.7.1958,"Mai 1899–Nov. 1902 (MfB) Ingenieurwesen ♦ WS 1899/1900–SS 1901 Hüttenkunde – BA Freiberg, Fischerstr. 10 ♦ 1901–1902 Gutehoffnungshütte Oberhausen.Dekan der Tôkyô-Universität, Eisenbahn-Vizeminister, Mitglied der Japanischen Akademie Gakushiin, importierte als erster Mikroskope aus Deutschland zum Studium von Stahl. Publik. u.a. Tetsu to kô: seizôhô oyobi seihitsu 鉄と鋼: 製造法及性質 (Eisen und Stahl: Verarbeitungsmethoden und Eigenschaften), Nihontô no kagakuteki kenkyû 日本刀の科學的研究 (Wissenschaftliche Studien zum Japan- Schwert)."
2132,Tawara Sunao 田原淳,Aki,5.7.1873–19.1.1952,"SS 1903–SS 1906 Medizin (Pathologie) – U Marburg, Ketzerbachstr. 57, bei Becker.Pathologe, Professor der Kyûshû-Universität. Publik. u.a. Das Reizleitungssystem des Säugetierherzens: eine anatomisch-histologische Studie über das Atrioventrikularbündel und die Purkinjeschen Fäden (Stuttgart 1906), ferner Tawara Sunao sensei seitan 100nen kinen zadankai ronbunshû 田原淳先生生誕100年記念座談会・論文集 (Aufatzsammlung eines Symposiums zum 100. Geburtstag von Professor Tawara Sunao)."
2133,Tawara Yoshizumi 田原良純,Tôkyô,4.7.1855–3.6.1935,"Febr. 1890–1894 (MfI) Medizin (Pharmachemie) ♦ WS 1890/91–SS 1891 – U Freiburg, Schiffstr. 1; Rheinstr. 64 ♦ WS 1891/92–WS 1893/94 – U München, Luitpoldstr. 4; Augustenstr. 30.Leiter eines Sanitär-Labors in Tôkyô. Mitautor u.a. von Kagaku kôgyô zensho 化學工業全書 (Chemieindustrie, 10 Bde), Sekitan gasu 石炭瓦斯 (Steinkohlegas), Koroido kagaku コロイド化學 (Kolloidchemie)."
2134,Tazawa (Tasawa) Hideshirô 多沢秀四郎,Yamagata-ken,-,"1911–1913 Medizin inWürzburg, Köln, Kiel und Berlin ♦ SS 1912–SS 1913 – U Berlin, W 30 Rosenheimerstr. 34.Publik. u.a. mit Kure Shûzô¬ Shinsen kangogaku 新撰看護學 (Neues zur Krankenpflege)."
2135,Tazawa Keiyo 田沢敬與,Tôkyô,8.1.1853–,"SS 1910–WS 1910/11 (MfK) Medizin (Innere) – U Würzburg, Schönleinstr. 5/2.Arzt."
2136,Terada Orio 寺田織尾,Shizuoka-ken,17.5.1862–6.11.1931,"1896–1899 Medizin (Chirurgie) in Berlin und Breslau ♦ WS 1896/97 – U Berlin, NW 6 Luisenstr. 54.Direktor des Yanokura-Hospitals in Nihonbashi, Tôkyô."
2137,Terada Shirô 寺田四郎,Fukushima-ken,Febr. 1886–1977,"WS 1912/13–SS 1914 Recht – U Kiel, Baustr. 9/0.Professor der Jôchi-Universität, Direktor der Fuji-Lebensversicherung, Vize-Präsident des Verlages Hochi Shinbunsha, Berater des JapanischenGelehrtenvereins für Versicherungen Nihon Hoken Gakkai 日本保険学会. Publik. u.a. Eikoku shinbun shôshi 英国新聞小史 (Kurze Geschichte der englischen Zeitung), Kokusaihô gakkai no shichikyosei 國際法學界の七巨星 (Die sieben Giganten in den Wissenschaftskreisen des internationalen Rechts), Hôritsu gakusetsu kenkyû 法律学説研究 (Studien zu Rechtstheorien), Mitautor von Shôgyô kaigishohô 商業會議所法 (Das Recht der Handelskammer), Kasai hoken ronshû 火災保險論集 (Aufsätze zur Feuerversicherung)."
2138,Terada Torahiko 寺田寅彦,Kôchi-ken,28.11.1878–31.12.1935,"1909–1911 (MfB) NW-Studien (Physik) ♦ SS 1909–SS 1910 – U Berlin, W 50 Geisbergstr. 39 ♦ WS 1910/11 – U Göttingen, Planckstr. 18.Seismologe, Professor der Tôkyô-Universität, Förderer der Romaji-Schrift, bekannt auch als Haiku-Poet. Publik. u.a. Scientific papers (5 Bde., 1932-1936), Umi no Buturigaku (Meeresphysik; in Romaji), Chikyû butsurigaku 地球物理學 (Geophysik), Kagaku to bungaku 科学と文学 (Wissenschaft und Literatur)."
2139,Terahara Otora,-,-,"GH SS 1890 – U Berlin (Geheimer Regierungsrat, japanische Gesandtschaft).Diplomat."
2140,Terakado Tokutarô 寺門徳太郎,-,-,1913–1914 Chemie in Berlin.Direktor in der Firma Asahi Asubesuto.
2141,Terano Kanji 寺野寛二,Tôkyô,26.9.1880–18.12.1951,"1907–1909 NW-Studien (Chemie) ♦ WS 1907/08–SS 1908 – TH Berlin, Charlottenburg, Pestalozzistr.105 ♦ WS 1908/09 – TH Darmstadt, Alicestr. 23.Dekan an der Kyûshû-Universität."
2142,Terao Kunihei 寺尾国平,Sagara,1868–27.2.1908,"1903–1904 Medizin (Innere) ♦ SS 1903 und SS 1904 – U Jena, W.-G. Bahnhofstr. 5; Lichtenhainstr. 1a ♦ WS 1903/04 – U Erlangen, Marquardsenstr. 11.Arzt in Hachiôji, Tôkyô; Publik. u.a. Naika shindangaku: zen 内科診断學: 全 (Diagnostik innerer Krankheiten) und Byômeijiten: Wa-Doku-Ra-Tai 病名字典: 和獨羅對 (Untertitel: Medicinisches Lexikon der japanischen, deutschen und lateinischen Sprache)."
2143,Terao Motohiko 寺尾元彦,Kagoshima-ken,Aug. 1879–28.6.1942,"WS 1912/13–SS 1914 Recht – U Berlin, Friedenau, Wilhelmstr. 8.Professor der Waseda-Universität. Publik. u.a. Kaishahô teiyô 會社法提要 (Kompendium des Firmenrechts), Kaishôhô 海商法 (Seehandelsrecht), Shôhô genri 商法原理 (Grundprinzipien des Handelsrechts)."
2144,Terao Takakazu (Ryûichi) 寺尾隆一,Ôsaka,-,"WS 1913/14–SS 1914 Staatswissenschaft – U München, Adalbertstr. 17; Fürstenstr. 19."
2145,Terauchi Hisaichi (Juichi) 寺内寿一,Yamaguchi-ken,8.8.1879–12.6.1946,"Febr. 1913–Aug. 1914 (Armee) Militärstudien als Major in München und Stettin ♦ Okt. 1913 Kommandierung für 1 Jahr zum Grenadier-Regiment König Friedrich Wilhelm IV. Nr. 2 in Stettin.General, Sohn des Terauchi Masatake (Premier 1916–1918), 1927 Generalstabschef der japanischen Armee in Korea, 1936/37 Armeeminister, 1937/38 Oberkommandierender der Guandong-Armee, übernahm im November 1941 die Führung der japanischen Südarmee, die Südostasien eroberte, geriet in Saigon 1945 in Gefangenschaft, wo er verstarb."
2146,Terazawa Kanichi 寺澤寛一,"Yonezawa, Yamagata-ken",Juli 1882–5.2.1969,"1913–1914 (MfB) NW-Studien in Berlin und Danzig.Professor der Tôkyô-Universität, Direktor des Seismologischen Forschungsinstituts."
2147,Terumichi Bungei 曄道文芸,Ishikawa-ken,20.12.1884–11.8.1966,"1911–1914 Recht in Berlin, Leipzig und München ♦ GH WS 1912/13 – U Leipzig.Zivilrechtler, Professor der Kyôto-Universität, Präsident der Lebensversicherung Aikoku Seimei Hoken. Publik. u.a. Nihon minpô yôron 日本民法要論 (Einführung in das japanische Zivilrecht), Minpô kenkyû 民法研究 (Studien zum Zivilrecht)."
2148,Teruuchi Yutaka 照内豊,Fukushima-shi,10.2.1873–25.3.1936,"1904–1907 Medizin ♦ WS 1904/05–SS 1906 Chemie – U Berlin, Charlottenburg, Wielandstr. 67 ♦ 1906–1907 am Institut für Experimentelle Therapie in Frankfurt/Main.Professor der Keiô-Universität, Abteilungsleiter für Medizinische Chemie im Institut für Infektionskrankheiten Densenbyô Kenkyûjo. Publik. u.a. Eiyô no kisochishiki 榮養の基礎知識 (Grundwissen der Ernährung), Ikagaku yôkô 醫化學要綱 (Abriss der Medizin)."
2149,Tetsuka Utanosuke,-,-,1910–1912 Ökonomie in Berlin
2150,Tetsuka Zen 手塚善,Ibaraki-ken,Nov. 1883–1951,"WS 1912/13 (JE) Ingenieurwesen (Tiefbau) – TH Berlin, Charlottenburg, Niebuhrstr. 56/3 Gh.Ingenieur bei der Eisenbahn."
2151,Toda Kaiichi (Umiichi) 戸田海一,Hiroshima-ken,8.5.1872–5.3.1924,"WS 1903/04–SS 1905 (MfB) Recht – U Berlin, Ansbacher Str. 17.Ökonom, Professor der Kyôto-Universität. Publik. u.a. Waga Doitsu kan 我独逸観 (Meine Sicht zu Deutschland, 1908), Kôgyô keizai ron 商業經濟論 (Erörterungen zur Betriebswirtschaft), Shôgyô keizai 商業經濟 (Handelswirtschaft)."
2152,Toda Shôzô 戸田正三,Hyôgo-ken,9.4.1885–20.11.1961,"SS 1913–SS 1914 (MfB) Medizin (Chemie) – TH Karlsruhe, Lachnerstr. 16.Professor der Kyôto-Universität, Präsident der Kanazawa-Universität, Präsident der Medizinischen Hochschule Ôsaka Kôtô Igaku Senmon Gakkô, Mitglied der Japanischen Akademie Nihon Gakushiin. Publik. u.a. Eisei kyôiku teiyô 衛生教育提要 (Abriss der Hygiene-Erziehung), Kokumin eiyô no genzai to shôrai 国民榮養の現在と将来 (Volksernährung in Gegenwart und Zukunft), Kôjô rôdô to eiyô 工塲勞働と榮養 (Fabrikarbeit und Ernährung), Mitautor von Kôshû eiseigaku 公衆衛生學 (Lehre von der öffentlichen Hygiene),."
2153,Toda Yasuhiro 戸田康博,-,–11.3.1903,"SS 1886–SS 1887 (MfA) Recht – U Berlin, SW Königgrätzer Str. 32."
2154,Tôgô Masamichi (Masamitsu) 東郷正路,Fukui-ken,1852–4.1.1906,"Aug. 1899–1900 (Marine) Militärstudien in Stettin.Vizeadmiral, Kommandeur eines Kriegsschiffes im Russisch-Japanischen Krieg 1904/05, Direktor der Marineschule. Publik. u.a. Admiral Togo's Report of the Battle of Tsushima (27.–28. Mai 1905)."
2155,Tôgô Minoru (Jitsu) 東郷実,Kagoshima-ken,12.11.1881–31.7.1959,"SS 1910–WS 1911/12 (MfLH) Kameralistik – U Berlin, Charlottenburg, Uhlandstr. 185/186.Agrarwissenschaftler, Politiker, ab 1924 achtmal Abgeordneter des Shûgiin, Parlamentarischer Rat für Kommunikation, 1932–34 Parlamentarischer Vizeminister im Monbushô, nach 1945 politisches Betätigungsverbot. Publik. u.a. Doitsu no sangyô to shokumin seisaku 獨逸の産業と植民政策 (Industrie und Kolonialpolitik Deutschlands, 1911), Shokumin seisaku to minzoku shinri 植民政策と民族心理 (Kolonialpolitik und nationale Psyche), Seishin Nihon no kensetsu: nôson mondai to kyôiku  精神日本の建設: 農村問題と教育 (Der geistige Aufbau Japans: Landprobleme und Bildung), Jinkô mondai to kaigai hatten 人口問題と海外發展 (Bevölkerungsproblem und Überseeentwicklung, 1936), Mitautor von Taiwan Shokumin hatten shi 台湾植民発達史 (Geschichte der Kolonialentwicklung Taiwans)."
2156,Tôjô Hidenori 東条英教,Iwate-ken,7.12.1855–16.12.1913,"März 1888–Dez. 1891 (Armee) Militärstudien ♦ 1890–1891 Dienst bei Jacob Meckel im 8. Westfälischen Infanterie-Regiment Nr.57 in Wesel ♦ vor der Entsendung Schüler von Meckel an der Kriegsakadmie in Tôkyô,Generalleutnant, Lehrer an der Militärakademie, Divisionskommandeur im Russisch-Japanischen Krieg, Kommandeur der japanischen Wachtruppen in Seoul, Vater von Tôjô Hideki, dem Premier- und Kriegsminister von Oktober 1941 bis Juli 1944. Publik. u.a. Hohei kyôren no shiori 歩兵教練之栞 (Einführung in das Exerzieren der Infanterie), Senjutsu ôyô rei 戦術応用例 (Anwendungsbeispiele der Strategie)."
2157,Tôjô Ryôtarô 東條良太郎,Chiba-ken,25.11.1869–1.1.1937,1909–1911 Medizin (Gynekologie) in Berlin und Dresden.Direktor des Tôjô-Hospitals für Gynekologie.
2158,Tokishige Hatsukuma 時重初熊,Tôkyô,1859–19.4.1913,"1898–1902 (MfB) Medizin ♦ WS 1898/99–WS 1899/1900 – U München, Prinz Ludwigstr. 7, Akademiestr. 11/1 l ♦ SS 1900–WS 1901/02 – U Berlin, Werftstr. 5a.Professor der Tôkyô-Universität.Veterinärmediziner, Publik. u.a. Tokishige jûigaku hakushi ronbunshû 時重獸醫學博士論文集 (Aufsatzsammlung von Dr. vet. Tokishige)"
2159,Tokitô Kazuhiko 時任一彦,Kagoshima-ken,24.5.1871–21.6.1957,"1902–1904 (MfB) Agrarwirtschaft ♦ SS 1902–WS 1902/03 – U Bonn, Kirchstr. 7 ♦ SS 1903–SS 1904 – TH München, Gabelsbergerstr. 16/2; Arcisstr. 54/2.Agrarwissenschaftler, Dekan der Hokkaidô- und der Tôhoku-Universität. Publik. u.a. Deitanchi kaiyrô oyobi deitan riyô ron 泥炭地改良及泥炭利用論 (Über die Verbesserung des Torfbodens und die Torfnutzung)."
2160,Tokiwai Tsurumatsu (Gyôyû) 常盤井尭猷,Tôkyô,15.3.1872–27.1.1951,"SS 1893–SS 1898 Philologie – U Straßburg, Luxhofgasse 1; Gr. Renngasse 1; Züricherstr. 9; Schiffleutgasse 17.Dr. phil. 1897, Straßburg: Studien zum Sumagadharadana. Einleitung zu einer mit Prof. Leumann vorbereiteten Ausgabe nebst Übersetzung der chinesischen Bearbeitungen. 63 S."
2161,Tokugawa Yoshitoshi 徳川好敏,Tôkyô,24.7.1884–17.4.1963,"Mai–Oktober 1910 (Armee) Ingenieurwesen (Flugwesen) in Berlin.Generalleutnant, Baron, Japanischer Flugpionier, Oberst eines Ballon-Korps, Trainingsleiter der Armeeflugschulen in Tokorozawa und Akeno, später Mitglied des Generalstabes der Armee. Publik. u.a. Nihon kôkû kotohajime 日本航空事始 (Die Anfänge der japanischen Luftfahrt)."
2162,Tokunaga Kumao 徳永熊尾,Tôkyô,4.2.1873–24.7.1946,"Aug. 1902–April 1904 (Armee) Ingenieurwesen (Flugwesen) als Hauptmann in Berlin ♦ WS 1903/04–SS 1904 – U Berlin ♦ erneut April 1906–1908 als Major in Berlin und München ♦ Jan.–Dez. 1907 Kommandierung zum Königlich-Bayrischen Pionier-Bataillon Nr. 3.Luftfahrtingenieur, Oberst."
2163,Tokushige Masao,Tokushima,-,"WS 1873/74–WS 1874/75 Kameralistik – U Heidelberg, Sandgasse 6, bei Lambelet; Hauptstr. 77, bei Lambrecht."
2164,Tominaga Chûshi 富永忠司,Niigata-ken,März 1879–,1913–1914 Medizin in Berlin.Professor der Medizinischen Hochschule Niigata Igaku Senmon Gakkô.
2165,Tomita Akijirô 富田明次郎,Aichi-ken,-,"SS 1902 Medizin – Würzburg, Dominikanergasse278 8/3."
2166,Tomita Chûtarô 富田忠太郎,Kanazawa-shi,April 1869–7.4.1941,"SS 1907 Medizin – U Bonn.Professor der Medizinischen Fachschule Niigata Igaku Senmon Gakkô, Direktor des Hanezu-Hospitals."
2167,Tomita Sanju 富田山壽,Kumamoto-ken,10.3.1879–21.2.1916,"März 1912–Jan. 1915 (MfB) Recht in Berlin, Tübingen und München ♦ GH WS 1912/13 – U Tübingen, Hölderlinstr. 19.Professor der Kyôto-Universität. Publik. u.a. Keiji soshôhô kôgi 刑事訴訟法講義 (Vorlesungen zur Kriminalprozessordnung), Saikin keiji soshôhô yôron 最近刑事訴訟法要論 (Einführung in die neueste Kriminalprozessordnung, 2 Bde., 1910), Nihon keihô 日本刑法 (Japanisches Strafrecht)."
2168,Tomita Tarô 富田太郎,"Chikuzen, Fukuoka-ken",April 1873–,"GH SS 1905 Ingenieurwesen (Bergbau) – TH Aachen, Wilhelmstr. 4.Ingenieur im Berbauunternehmen Mitsui Kôzan."
2169,Tomitani Shôtarô (Seitarô) 富谷鉦太郎,"Utsunomiya, Tochigi-ken",5.10.1862–5.5.1936,"1886–1890 Recht ♦ WS 1886/87–SS 1887 – U Berlin, Neue Wilhelmstr. 2 ♦ WS 1887/88–SS 1888 – U Straßburg, Kl. Metzgergasse 3 ♦ WS 1888/89–WS 1889/90 Recht – U Leipzig, Plagw. Str. 5; Weststr. 34; Moritzstr. 19.Abteilungsleiter am Obersten Gerichtshof, Präsident der Meiji-Universität. Publik. u.a. Fukkoku minji kaishahô kôgi 佛國民事會社法講義 (Vorlesungen über das französische Zivil- und Gesellschaftsrecht)."
2170,Tomoda Chinzô 友田鎮三,Ishikawa-ken,Juni 1872–,"1909–1910 NW-Studien (Physik) ♦ WS 1909/10–SS 1910 – U Berlin, NW 5 Calvinstr. 11/2 ♦ WS 1909/10–SS 1910 – TH Berlin.Direktor einer Berufsschule. Publik. u.a. Mitautor von Ippan butsuri jikken 一般物理實驗 (Allgemeine phsikalische Versuche)."
2171,Tomoeda Takahiko 友枝高彦,"Buzen, Fukuoka-ken",4.11.1876–7.7.1957,"Sept. 1910–Mai 1914 (MfB) Philologie (Germanistik?) ♦ WS 1911/12–WS 1912/13 – U Berlin, Charlottenburg, Goethestr. 16a ♦ GH WS 1912/13–SS 1913 – U Leipzig.Professor des Lehrerbildungsinstituts Tôkyô Kôtô Shihan Gakkô, ab 1916 Professor an der Tôkyô-Universität, ab 1929 an der Tôkyô-Bunrika-Universität, Leiter der Kulturvereinigung Japan-Deutschland Nichi-Doku Bunka Kyôkai. Publik. u.a. Japan und Deutschland: Geschichtlicher Rückblick auf ihre kulturellen Verbindungen (1938), Rinrigaku gairon (Abriss der Ethik), Shakai rinrigaku josetsu 社會倫理學序説: 全(Einführung in die Sozialethik)."
2172,Tomonaga Sanjûrô 朝永三十郎,Nagasaki,9.2.1871–18.9.1951,"1910–1913 (MfB) Philosophie in Berlin, Heidelberg und Leipzig ♦ SS 1910 – U Berlin, W 50 Regensburger Str. 30a ♦ WS 1910/11–SS 1911 – U Heidelberg, Albert Maysstr. 4, bei Stulz.Philosoph, Professor der Kyôto-Universität, Mitglied der Kaiserlichen Akademie Gakushiin. Publik. u.a Kanto no heiwaron カントの平和論 (Kant’s Sicht auf den Frieden), Doitsu shisô to sono haikei 獨逸思想と其背景 (Deutsche Ideologie und deren Hintergrund), Tetugaku jiten 哲學辭典 (Lexikon der Philosophie), Kinsei ni okeru „ga“ no jikakushi: shinrisô shugi to sono haikei 近世に於ける「我」の自覺史: 新理想主義と其背景 (Geschichte des Selbstbewußtseins vom „Ich“ in der Moderne: Neoidealismus und sein Hintergrund)."
2173,Tomono Hiroshi 伴野博,Shizuoka-ken,14.4.1877–,"1908–1910 Medizin (Pädiatrie) ♦ SS 1908 – U München, Senefelder Str. 10b/2 ♦ WS 1908/09–SS 1909 – U Würzburg; Frankfurter Str. 9/2 ♦ WS 1909/10–SS 1910 – U München, Solln, Ottilienstr. 2.Dr. med. 1910, München: Über Diabetes mellitus im Kindesalter. 39 S.Arzt in Shizuoka."
2174,Torii Seiya,Tôkyô,5.11.1863–,"1888–1891 Recht ♦ SS 1888–WS 1889/90 – U München, Adalbertstr. 28/0; Türkenstr. 87/2 r. ♦ WS 1890/91–SS 1891 – U Göttingen, Weender Chaussee 35, bei Deichmann; Wöhlerstr. 10, bei Knauer.Dr. jur. 22.8.1891, Göttingen: Das Contumacialverfahren im japanischen Strafprocess. 37 S."
2175,Torii Shunyô 鳥居春洋,Tôkyô,13.1.1857–,"SS 1891–WS 1892/93 Recht und Medizin – U Bonn, Bonngasse 33 ♦ SS 1893–WS 1893/94 Medizin (Pathologie) – U Berlin, NW 6 Luisenstr. 8.Direktor des Meiji-Hospital."
2176,Torii Sosen (Teruo) 鳥居素川 (輝雄),Kumamoto,4.7.1867–10.3.1928,"WS 1901/02–SS 1902 Philosophie – U Halle, Lessingstr. 14 ♦ WS 1902/03 Staatswissenschaft – U Berlin, Paulstr. 31. ♦ 1911 erneut in Berlin.Korrespondent der Ôsaka Asahi."
2177,Torimaru Toshihiko 鳥丸俊彦,Kagoshima,6.9.1881–,"1909–Aug. 1911 Medizin (Chirurgie) in Flensburg, Gießen und München ♦ SS 1910–WS 1910/11 – U München, Tengstr. 10/4.Dr. med. 1911, München: Aus der II. gynekologischen Universitäts-Klinik München. Über Stieltorsion von Myom. 37 S. 1 Taf.Arzt in Kagoshima."
2178,Toriyama Mineo 鳥山峰男,-,-,1912–1914 Ingenieurwesen (Schiffbau) in Berlin.
2179,Toriyama Nasujirô 鳥山南寿次郎,Hokkaidô,26.6.1870–,"SS 1899–SS 1900 Medizin (Innere) – U Berlin, NW 6 Luisenplatz 8.Arzt."
2180,Tôtake Takahiko 遠武鷹彦,-,-,1912–1913 Ingenieurwesen in Oberhausen.
2181,Totani Ginzaburô 戸谷銀三郎,Nagoya-shi,17.11.1883–,1913–1914 (SME) Medizin in Freiburg.Chefarzt im SME-Krankenhaus in Dairen.
2182,Totsuka (Tozuka) Kankai 戸塚環海,Nagoya,15.9.1854–31.1.1932,"SS 1886 (Marine) Medizin – U Berlin.279Marinestabsarzt, Chefarzt verschiedener Krankenhäuser, Mitglied der Gesundheitskommission in Yokosuka, Direktor der Medizinischen Hochschule der Marine."
2183,Totsuka Fumio 戸塚文雄,Tôkyô,8.12.1878–,"April 1895–April 1908 Medizin ♦ SS 1898–WS 1904/05 – U Greifswald, Bahnhofstr. 10; Knopfstr. 18.Dr. med. 1908, Greifswald: Über den Nachweis des Bacterium coli in den Wässern und über den Wert dieses Nachweises für die hygienische Beurteilung. 42 S."
2184,Totsuka Kenzô,Shizuoka-ken,5.3.1870–,"1892–1909 Staatswissenschaft ♦ SS 1893 – U Tübingen, Neckargasse 11 ♦ WS 1893/94–WS 1894/95 – U München, Arcisstr. 55/2; Kaulbachstr. 64/1 ♦ SS 1895–SS 1899 – U Jena, Thalstr. 22 ♦ WS 1900/01–SS 1901 – U Halle, Brandenburgerstr. 7 ♦ WS 1901/02–SS 1909 – U Gießen, Ludwigstr. 22; Steinstr. 69 und 71.Dr. phil. 1909, Gießen: Geschichte des Hessischen Eisenbahnwesens mit Rücksicht auf die Entstehung und Ergebnisse der preußisch-hessischen Eisenbahngesellschaft. 68 S."
2185,Totsuka Kichi 戸塚機知,Tôkyô,1868–31.7.1910,"Aug. 1900–Nov. 1902 (Armee) Medizin (Bakteriologie) ♦ WS 1900/01–SS 1902 – U Berlin, N 4 Invalidenstr. 105.Heeresstabsarzt, Lehrer an der Armeehochschule für Medizin Rikugun Guni Gakkô."
